,Location,Date,Total_Confirmed,Total_Deaths,Daily_Confirmed,Daily_Deaths,daily_vaccinations,daily_vaccinations_per_million,gdppc
12301,Turkey,2021-01-15,2373115,23664,8314,169,308326,3656,9126.56
12302,Turkey,2021-01-14,2364801,23495,8962,170,279452,3313,9126.56
12303,US,2021-05-05,32557444,579275,44510,776,2132487,6376,65297.52
12304,US,2021-05-04,32512934,578499,40733,933,2194483,6562,65297.52
12305,US,2021-05-03,32472201,577566,50560,483,2287393,6839,65297.52
12306,US,2021-05-02,32421641,577083,29367,323,2418580,7232,65297.52
12307,US,2021-05-01,32392274,576760,45303,704,2546144,7613,65297.52
12308,US,2021-04-30,32346971,576056,57922,728,2548207,7619,65297.52
12309,US,2021-04-29,32289049,575328,58199,854,2630407,7865,65297.52
12310,US,2021-04-28,32230850,574474,55125,959,2669644,7982,65297.52
12311,US,2021-04-27,32175725,573515,50856,642,2717062,8124,65297.52
12312,US,2021-04-26,32124869,572873,47691,476,2741021,8196,65297.52
12313,US,2021-04-25,32077178,572397,32065,284,2750656,8225,65297.52
12314,US,2021-04-24,32045113,572113,53363,725,2824078,8444,65297.52
12315,US,2021-04-23,31991750,571388,62399,765,2862758,8560,65297.52
12316,US,2021-04-22,31929351,570623,67257,948,2947229,8812,65297.52
12317,US,2021-04-21,31862094,569675,62857,847,3022868,9039,65297.52
12318,US,2021-04-20,31799237,568828,61273,827,3015065,9015,65297.52
12319,US,2021-04-19,31737964,568001,67933,484,3127038,9350,65297.52
12320,US,2021-04-18,31670031,567517,42018,324,3194240,9551,65297.52
12321,US,2021-04-17,31628013,567193,52373,685,3200601,9570,65297.52
12322,US,2021-04-16,31575640,566508,79991,867,3349306,10015,65297.52
12323,US,2021-04-15,31495649,565641,74289,898,3348189,10011,65297.52
12324,US,2021-04-14,31421360,564743,75375,964,3330740,9959,65297.52
12325,US,2021-04-13,31345985,563779,77878,829,3384387,10120,65297.52
12326,US,2021-04-12,31268107,562950,70230,473,3214893,9613,65297.52
12327,US,2021-04-11,31197877,562477,46380,296,3141912,9394,65297.52
12328,US,2021-04-10,31151497,562181,66535,713,3111327,9303,65297.52
12329,US,2021-04-09,31084962,561468,82698,884,3033045,9069,65297.52
12330,US,2021-04-08,31002264,560584,79878,1016,3035473,9076,65297.52
12331,US,2021-04-07,30922386,559568,75038,2588,3029052,9057,65297.52
12332,US,2021-04-06,30847348,556980,60544,858,2998533,8966,65297.52
12333,US,2021-04-05,30786804,556122,77679,514,3053566,9130,65297.52
12334,US,2021-04-04,30709125,555608,34972,290,3084436,9223,65297.52
12335,US,2021-04-03,30674153,555318,63067,734,3072527,9187,65297.52
12336,US,2021-04-02,30611086,554584,69831,952,2988825,8937,65297.52
12337,US,2021-04-01,30541255,553632,79045,1075,2903730,8682,65297.52
12338,US,2021-03-31,30462210,552557,67039,1091,2828491,8457,65297.52
12339,US,2021-03-30,30395171,551466,61249,884,2769331,8280,65297.52
12340,US,2021-03-29,30333922,550582,69429,709,2757586,8245,65297.52
12341,US,2021-03-28,30264493,549873,43097,522,2711611,8108,65297.52
12342,US,2021-03-27,30221396,549351,62700,787,2677034,8004,65297.52
12343,US,2021-03-26,30158696,548564,77321,1151,2624410,7847,65297.52
12344,US,2021-03-25,30081375,547413,67465,1410,2510755,7507,65297.52
12345,US,2021-03-24,30013910,546003,86960,1512,2490889,7448,65297.52
12346,US,2021-03-23,29926950,544491,53603,877,2497025,7466,65297.52
12347,US,2021-03-22,29873347,543614,51593,719,2489697,7444,65297.52
12348,US,2021-03-21,29821754,542895,33768,440,2488734,7441,65297.52
12349,US,2021-03-20,29787986,542455,55374,743,2248285,6723,65297.52
12350,US,2021-03-19,29732612,541712,61629,1147,2455116,7341,65297.52
12351,US,2021-03-18,29670983,540565,60538,1664,2503731,7486,65297.52
12352,US,2021-03-17,29610445,538901,59136,1232,2473762,7397,65297.52
12353,US,2021-03-16,29551309,537669,53957,1177,2435037,7281,65297.52
12354,US,2021-03-15,29497352,536492,56666,756,2427430,7258,65297.52
12355,US,2021-03-14,29440686,535736,38221,580,2386932,7137,65297.52
12356,US,2021-03-13,29402465,535156,52932,996,2541597,7600,65297.52
12357,US,2021-03-12,29349533,534160,61523,1570,2302844,6886,65297.52
12358,US,2021-03-11,29288010,532590,62474,1567,2233006,6677,65297.52
12359,US,2021-03-10,29225536,531023,57920,1572,2168688,6485,65297.52
12360,US,2021-03-09,29167616,529451,57642,1807,2151571,6433,65297.52
12361,US,2021-03-08,29109974,527644,45036,740,2169981,6488,65297.52
12362,US,2021-03-07,29064938,526904,41007,698,2159392,6457,65297.52
12363,US,2021-03-06,29023931,526206,58203,1506,2158020,6453,65297.52
12364,US,2021-03-05,28965728,524700,66451,1785,2079147,6217,65297.52
12365,US,2021-03-04,28899277,522915,68051,1938,2042676,6108,65297.52
12366,US,2021-03-03,28831226,520977,67193,2491,2010790,6012,65297.52
12367,US,2021-03-02,28764033,518486,57060,1950,1942788,5809,65297.52
12368,US,2021-03-01,28706973,516536,58229,1520,1817502,5434,65297.52
12369,US,2021-02-28,28648744,515016,51357,1094,1735053,5188,65297.52
12370,US,2021-02-27,28597387,513922,64575,1515,1645240,4919,65297.52
12371,US,2021-02-26,28532812,512407,77346,2068,1552717,4643,65297.52
12372,US,2021-02-25,28455466,510339,77501,2446,1505193,4501,65297.52
12373,US,2021-02-24,28377965,507893,74732,3178,1454731,4350,65297.52
12374,US,2021-02-23,28303233,504715,72263,2274,1401674,4191,65297.52
12375,US,2021-02-22,28230970,502441,56220,1323,1446445,4325,65297.52
12376,US,2021-02-21,28174750,501118,57080,1248,1458040,4360,65297.52
12377,US,2021-02-20,28117670,499870,71525,1818,1521088,4548,65297.52
12378,US,2021-02-19,28046145,498052,79297,2631,1596355,4773,65297.52
12379,US,2021-02-18,27966848,495421,69924,2519,1621071,4847,65297.52
12380,US,2021-02-17,27896924,492902,70118,2406,1644551,4917,65297.52
12381,US,2021-02-16,27826806,490496,62719,1748,1716311,5132,65297.52
12382,US,2021-02-15,27764087,488748,54186,958,1662106,4970,65297.52
12383,US,2021-02-14,27709901,487790,65021,1161,1667631,4986,65297.52
12384,US,2021-02-13,27644880,486629,87122,2198,1657703,4957,65297.52
12385,US,2021-02-12,27557758,484431,99638,2929,1655907,4951,65297.52
12386,US,2021-02-11,27458120,481502,105760,3207,1598080,4778,65297.52
12387,US,2021-02-10,27352360,478295,95177,3310,1555959,4652,65297.52
12388,US,2021-02-09,27257183,474985,95632,3074,1489333,4453,65297.52
12389,US,2021-02-08,27161551,471911,90315,1617,1456459,4355,65297.52
12390,US,2021-02-07,27071236,470294,89648,1437,1441091,4309,65297.52
12391,US,2021-02-06,26981588,468857,103987,2641,1351437,4041,65297.52
12392,US,2021-02-05,26877601,466216,134397,3688,1276364,3816,65297.52
12393,US,2021-02-04,26743204,462528,123975,3736,1287147,3849,65297.52
12394,US,2021-02-03,26619229,458792,121641,3906,1317946,3941,65297.52
12395,US,2021-02-02,26497588,454886,115333,3430,1319981,3947,65297.52
12396,US,2021-02-01,26382255,451456,135202,2067,1355451,4053,65297.52
12397,US,2021-01-31,26247053,449389,111997,1853,1324949,3962,65297.52
12398,US,2021-01-30,26135056,447536,142312,2786,1291416,3861,65297.52
12399,US,2021-01-29,25992744,444750,166568,3635,1253815,3749,65297.52
12400,US,2021-01-28,25826176,441115,168610,4038,1235330,3694,65297.52
12401,US,2021-01-27,25657566,437077,153945,3960,1161050,3472,65297.52
12402,US,2021-01-26,25503621,433117,147540,4008,1119058,3346,65297.52
12403,US,2021-01-25,25356081,429109,151969,1976,1126251,3368,65297.52
12404,US,2021-01-24,25204112,427133,131062,1899,1122182,3355,65297.52
12405,US,2021-01-23,25073050,425234,170613,3345,1057387,3162,65297.52
12406,US,2021-01-22,24902437,421889,190753,3845,975540,2917,65297.52
12407,US,2021-01-21,24711684,418044,193818,4204,913912,2733,65297.52
12408,US,2021-01-20,24517866,413840,183236,4408,892403,2668,65297.52
12409,US,2021-01-19,24334630,409432,176706,2732,911493,2725,65297.52
12410,US,2021-01-18,24157924,406700,143416,1535,837595,2504,65297.52
12411,US,2021-01-17,24014508,405165,177782,1898,824632,2466,65297.52
12412,US,2021-01-16,23836726,403267,201680,3404,811670,2427,65297.52
12413,US,2021-01-15,23635046,399863,242731,3892,798707,2388,65297.52
12414,US,2021-01-14,23392315,395971,235707,3986,747082,2234,65297.52
12415,US,2021-01-13,23156608,391985,230362,4031,710238,2124,65297.52
12416,US,2021-01-12,22926246,387954,226920,4475,641524,1918,65297.52
12417,US,2021-01-11,22699326,383479,214994,2104,632009,1890,65297.52
12418,US,2021-01-10,22484332,381375,213248,2000,546636,1634,65297.52
12419,US,2021-01-09,22271084,379375,260695,3321,461263,1379,65297.52
12420,US,2021-01-08,22010389,376054,295215,4108,419933,1256,65297.52
12421,US,2021-01-07,21715174,371946,278290,3986,378253,1131,65297.52
12422,US,2021-01-06,21436884,367960,255444,3926,358887,1073,65297.52
12423,US,2021-01-05,21181440,364034,235111,3714,339372,1015,65297.52
12424,US,2021-01-04,20946329,360320,184282,2092,348017,1041,65297.52
12425,US,2021-01-03,20762047,358228,208746,1447,336949,1007,65297.52
12426,US,2021-01-02,20553301,356781,300310,2508,325882,974,65297.52
12427,US,2021-01-01,20252991,354273,153628,2150,302329,904,65297.52
12428,US,2020-12-31,20099363,352123,235667,3480,278776,834,65297.52
12429,US,2020-12-30,19863696,348643,233684,3732,255223,763,65297.52
12430,US,2020-12-29,19630012,344911,200252,3632,235685,705,65297.52
12431,US,2020-12-28,19429760,341279,174634,2004,216147,646,65297.52
12432,US,2020-12-27,19255126,339275,155635,1427,211379,632,65297.52
12433,US,2020-12-26,19099491,337848,226288,1885,231396,692,65297.52
12434,US,2020-12-25,18873203,335963,97646,1427,215238,644,65297.52
12435,US,2020-12-24,18775557,334536,194204,2908,191001,571,65297.52
12436,US,2020-12-23,18581353,331628,229618,3421,150606,450,65297.52
12437,US,2020-12-22,18351735,328207,198011,3399,127432,381,65297.52
12438,US,2020-12-21,18153724,324808,199049,1919,57909,173,65297.52
12439,Uganda,2021-05-02,41905,342,0,0,7379,161,794.34
12440,Uganda,2021-05-01,41905,342,39,0,9043,198,794.34
12441,Uganda,2021-04-30,41866,342,69,0,8970,196,794.34
12442,Uganda,2021-04-29,41797,342,31,1,8896,194,794.34
12443,Uganda,2021-04-28,41766,341,29,0,8823,193,794.34
12444,Uganda,2021-04-27,41737,341,22,0,9684,212,794.34
12445,Uganda,2021-04-26,41715,341,60,0,8299,181,794.34
12446,Uganda,2021-04-25,41655,341,80,0,7222,158,794.34
12447,Uganda,2021-04-24,41575,341,0,0,6256,137,794.34
12448,Uganda,2021-04-23,41575,341,46,0,6565,144,794.34
12449,Uganda,2021-04-22,41529,341,54,0,6670,146,794.34
12450,Uganda,2021-04-21,41475,341,53,0,6775,148,794.34
12451,Uganda,2021-04-20,41422,341,26,2,6693,146,794.34
12452,Uganda,2021-04-19,41396,339,18,1,6949,152,794.34
12453,Uganda,2021-04-18,41378,338,38,0,7173,157,794.34
12454,Uganda,2021-04-17,41340,338,30,0,7364,161,794.34
12455,Uganda,2021-04-16,41310,338,47,0,6996,153,794.34
12456,Uganda,2021-04-15,41263,338,26,0,6832,149,794.34
12457,Uganda,2021-04-14,41237,338,33,1,8200,179,794.34
12458,Uganda,2021-04-13,41204,337,30,0,8955,196,794.34
12459,Uganda,2021-04-12,41174,337,34,0,8462,185,794.34
12460,Uganda,2021-04-11,41140,337,27,0,8539,187,794.34
12461,Uganda,2021-04-10,41113,337,27,0,8460,185,794.34
12462,Uganda,2021-04-09,41086,337,24,0,9266,203,794.34
12463,Uganda,2021-04-08,41062,337,16,0,10071,220,794.34
12464,Uganda,2021-04-07,41046,337,23,2,9344,204,794.34
12465,Uganda,2021-04-06,41023,335,7,0,7690,168,794.34
12466,Uganda,2021-04-05,41016,335,54,0,8175,179,794.34
12467,Uganda,2021-04-04,40962,335,0,0,8562,187,794.34
12468,Uganda,2021-04-03,40962,335,38,0,8801,192,794.34
12469,Uganda,2021-04-02,40924,335,35,0,9599,210,794.34
12470,Uganda,2021-04-01,40889,335,22,0,8472,185,794.34
12471,Uganda,2021-03-31,40867,335,28,0,7377,161,794.34
12472,Uganda,2021-03-30,40839,335,19,0,8239,180,794.34
12473,Uganda,2021-03-29,40820,335,26,0,7854,172,794.34
12474,Uganda,2021-03-28,40794,335,27,0,6596,144,794.34
12475,Uganda,2021-03-27,40767,335,16,0,5876,128,794.34
12476,Uganda,2021-03-26,40751,335,17,1,4160,91,794.34
12477,Uganda,2021-03-25,40734,334,15,0,4805,105,794.34
12478,Uganda,2021-03-24,40719,334,0,0,5503,120,794.34
12479,Uganda,2021-03-23,40719,334,32,0,3977,87,794.34
12480,Uganda,2021-03-22,40687,334,16,0,3288,72,794.34
12481,Uganda,2021-03-21,40671,334,20,0,3187,70,794.34
12482,Uganda,2021-03-20,40651,334,0,0,2542,56,794.34
12483,Uganda,2021-03-19,40651,334,26,0,2361,52,794.34
12484,Uganda,2021-03-18,40625,334,18,0,1764,39,794.34
12485,Uganda,2021-03-17,40607,334,14,0,1083,24,794.34
12486,Uganda,2021-03-16,40593,334,2,0,669,15,794.34
12487,Uganda,2021-03-15,40591,334,10,0,474,10,794.34
12488,Uganda,2021-03-14,40581,334,37,0,243,5,794.34
12489,Uganda,2021-03-13,40544,334,0,0,304,7,794.34
12490,Uganda,2021-03-12,40544,334,9,0,338,7,794.34
12491,Uganda,2021-03-11,40535,334,15,0,338,7,794.34
12492,Uganda,2021-03-10,40520,334,30,0,338,7,794.34
12493,Ukraine,2021-05-05,2146121,46950,2694,169,22148,506,3659.03
12494,Ukraine,2021-05-04,2143427,46781,2589,174,28716,657,3659.03
12495,Ukraine,2021-05-03,2140838,46607,2879,160,31025,709,3659.03
12496,Ukraine,2021-05-02,2137959,46447,5217,166,32480,743,3659.03
12497,Ukraine,2021-05-01,2132742,46281,8672,358,32858,751,3659.03
12498,Ukraine,2021-04-30,2124070,45923,10190,316,32881,752,3659.03
12499,Ukraine,2021-04-29,2113880,45607,11750,396,27788,635,3659.03
12500,Ukraine,2021-04-28,2102130,45211,9709,448,19616,449,3659.03
12501,Ukraine,2021-04-27,2092421,44763,8037,440,11555,264,3659.03
12502,Ukraine,2021-04-26,2084384,44323,5184,202,10906,249,3659.03
12503,Ukraine,2021-04-25,2079200,44121,8058,237,11055,253,3659.03
12504,Ukraine,2021-04-24,2071142,43884,12841,401,10859,248,3659.03
12505,Ukraine,2021-04-23,2058301,43483,14400,442,10932,250,3659.03
12506,Ukraine,2021-04-22,2043901,43041,16357,476,10747,246,3659.03
12507,Ukraine,2021-04-21,2027544,42565,12287,436,10369,237,3659.03
12508,Ukraine,2021-04-20,2015257,42129,9060,374,10611,243,3659.03
12509,Ukraine,2021-04-19,2006197,41755,6630,221,10627,243,3659.03
12510,Ukraine,2021-04-18,1999567,41534,10407,256,10340,236,3659.03
12511,Ukraine,2021-04-17,1989160,41278,15104,446,10306,236,3659.03
12512,Ukraine,2021-04-16,1974056,40832,17602,443,10408,238,3659.03
12513,Ukraine,2021-04-15,1956454,40389,16553,439,11382,260,3659.03
12514,Ukraine,2021-04-14,1939901,39950,14677,473,12103,277,3659.03
12515,Ukraine,2021-04-13,1925224,39477,11809,465,11899,272,3659.03
12516,Ukraine,2021-04-12,1913415,39012,7985,294,11960,273,3659.03
12517,Ukraine,2021-04-11,1905430,38718,12238,239,12349,282,3659.03
12518,Ukraine,2021-04-10,1893192,38479,17587,405,12545,287,3659.03
12519,Ukraine,2021-04-09,1875605,38074,19799,425,12337,282,3659.03
12520,Ukraine,2021-04-08,1855806,37649,19546,471,12187,279,3659.03
12521,Ukraine,2021-04-07,1836260,37178,15535,486,12263,280,3659.03
12522,Ukraine,2021-04-06,1820725,36692,13398,437,12671,290,3659.03
12523,Ukraine,2021-04-05,1807327,36255,10300,261,13112,300,3659.03
12524,Ukraine,2021-04-04,1797027,35994,13858,265,13337,305,3659.03
12525,Ukraine,2021-04-03,1783169,35729,20456,403,13263,303,3659.03
12526,Ukraine,2021-04-02,1762713,35326,20003,441,13188,302,3659.03
12527,Ukraine,2021-04-01,1742710,34885,17681,429,10796,247,3659.03
12528,Ukraine,2021-03-31,1725029,34456,11345,413,10687,244,3659.03
12529,Ukraine,2021-03-30,1713684,34043,10648,291,10854,248,3659.03
12530,Ukraine,2021-03-29,1703036,33752,8468,181,12996,297,3659.03
12531,Ukraine,2021-03-28,1694568,33571,12041,208,12491,286,3659.03
12532,Ukraine,2021-03-27,1682527,33363,17526,295,12584,288,3659.03
12533,Ukraine,2021-03-26,1665001,33068,18226,331,12856,294,3659.03
12534,Ukraine,2021-03-25,1646775,32737,16762,369,13391,306,3659.03
12535,Ukraine,2021-03-24,1630013,32368,14266,350,11602,265,3659.03
12536,Ukraine,2021-03-23,1615747,32018,11564,341,11170,255,3659.03
12537,Ukraine,2021-03-22,1604183,31677,7982,163,8549,195,3659.03
12538,Ukraine,2021-03-21,1596201,31514,11229,170,8267,189,3659.03
12539,Ukraine,2021-03-20,1584972,31344,15376,266,8168,187,3659.03
12540,Ukraine,2021-03-19,1569596,31078,15937,267,8114,186,3659.03
12541,Ukraine,2021-03-18,1553659,30811,15143,276,8613,197,3659.03
12542,Ukraine,2021-03-17,1538516,30535,11921,296,9048,207,3659.03
12543,Ukraine,2021-03-16,1526595,30239,9730,270,7703,176,3659.03
12544,Ukraine,2021-03-15,1516865,29969,6882,134,6138,140,3659.03
12545,Ukraine,2021-03-14,1509983,29835,9110,151,5030,115,3659.03
12546,Ukraine,2021-03-13,1500873,29684,13376,250,4871,111,3659.03
12547,Ukraine,2021-03-12,1487497,29434,13045,239,4540,104,3659.03
12548,Ukraine,2021-03-11,1474452,29195,9187,270,3679,84,3659.03
12549,Ukraine,2021-03-10,1465265,28925,6480,227,2830,65,3659.03
12550,Ukraine,2021-03-09,1458785,28698,3364,82,2370,54,3659.03
12551,Ukraine,2021-03-08,1455421,28616,5680,114,2030,46,3659.03
12552,Ukraine,2021-03-07,1449741,28502,7284,110,1989,45,3659.03
12553,Ukraine,2021-03-06,1442457,28392,9257,165,1985,45,3659.03
12554,Ukraine,2021-03-05,1433200,28227,10273,181,1815,42,3659.03
12555,Ukraine,2021-03-04,1422927,28046,10179,202,1592,36,3659.03
12556,Ukraine,2021-03-03,1412748,27844,7354,194,1344,31,3659.03
12557,Ukraine,2021-03-02,1405394,27650,5460,170,1122,26,3659.03
12558,Ukraine,2021-03-01,1399934,27480,4406,76,949,22,3659.03
12559,Ukraine,2021-02-28,1395528,27404,5958,98,966,22,3659.03
12560,Ukraine,2021-02-27,1389570,27306,8297,160,994,23,3659.03
12561,Ukraine,2021-02-26,1381273,27146,8134,155,1446,33,3659.03
12562,Ukraine,2021-02-25,1373139,26991,8278,144,1179,27,3659.03
12563,United Arab Emirates,2021-05-05,529220,1601,1954,3,52600,5318,43103.32
12564,United Arab Emirates,2021-05-04,527266,1598,1699,2,63278,6398,43103.32
12565,United Arab Emirates,2021-05-03,525567,1596,1772,3,58982,5964,43103.32
12566,United Arab Emirates,2021-05-02,523795,1593,1847,2,59835,6050,43103.32
12567,United Arab Emirates,2021-05-01,521948,1591,1712,4,57842,5848,43103.32
12568,United Arab Emirates,2021-04-30,520236,1587,1974,3,54929,5554,43103.32
12569,United Arab Emirates,2021-04-29,518262,1584,1961,4,78049,7891,43103.32
12570,United Arab Emirates,2021-04-28,516301,1580,1710,2,80893,8179,43103.32
12571,United Arab Emirates,2021-04-27,514591,1578,2094,5,78373,7924,43103.32
12572,United Arab Emirates,2021-04-26,512497,1573,1759,2,82693,8361,43103.32
12573,United Arab Emirates,2021-04-25,510738,1571,1813,2,83664,8459,43103.32
12574,United Arab Emirates,2021-04-24,508925,1569,2080,2,86228,8718,43103.32
12575,United Arab Emirates,2021-04-23,506845,1567,1973,2,100655,10177,43103.32
12576,United Arab Emirates,2021-04-22,504872,1565,2081,4,87700,8867,43103.32
12577,United Arab Emirates,2021-04-21,502791,1561,1931,2,86363,8732,43103.32
12578,United Arab Emirates,2021-04-20,500860,1559,1903,3,90125,9112,43103.32
12579,United Arab Emirates,2021-04-19,498957,1556,1803,2,91040,9205,43103.32
12580,United Arab Emirates,2021-04-18,497154,1554,1930,4,89251,9024,43103.32
12581,United Arab Emirates,2021-04-17,495224,1550,1958,3,89493,9048,43103.32
12582,United Arab Emirates,2021-04-16,493266,1547,1843,2,80877,8177,43103.32
12583,United Arab Emirates,2021-04-15,491423,1545,1928,4,71110,7190,43103.32
12584,United Arab Emirates,2021-04-14,489495,1541,1798,4,84056,8499,43103.32
12585,United Arab Emirates,2021-04-13,487697,1537,2022,4,71032,7182,43103.32
12586,United Arab Emirates,2021-04-12,485675,1533,1928,2,63029,6373,43103.32
12587,United Arab Emirates,2021-04-11,483747,1531,1810,2,60924,6160,43103.32
12588,United Arab Emirates,2021-04-10,481937,1529,1931,3,59389,6005,43103.32
12589,United Arab Emirates,2021-04-09,480006,1526,1875,3,61737,6242,43103.32
12590,United Arab Emirates,2021-04-08,478131,1523,2112,3,71181,7197,43103.32
12591,United Arab Emirates,2021-04-07,476019,1520,1883,4,56943,5757,43103.32
12592,United Arab Emirates,2021-04-06,474136,1516,1988,4,62674,6337,43103.32
12593,United Arab Emirates,2021-04-05,472148,1512,2012,2,66126,6686,43103.32
12594,United Arab Emirates,2021-04-04,470136,1510,2113,6,71033,7182,43103.32
12595,United Arab Emirates,2021-04-03,468023,1504,2084,2,85658,8661,43103.32
12596,United Arab Emirates,2021-04-02,465939,1502,2180,3,98838,9993,43103.32
12597,United Arab Emirates,2021-04-01,463759,1499,2315,2,94418,9546,43103.32
12598,United Arab Emirates,2021-03-31,461444,1497,2084,5,100734,10185,43103.32
12599,United Arab Emirates,2021-03-30,459360,1492,2289,6,106129,10731,43103.32
12600,United Arab Emirates,2021-03-29,457071,1486,1874,5,108445,10965,43103.32
12601,United Arab Emirates,2021-03-28,455197,1481,2128,4,111855,11309,43103.32
12602,United Arab Emirates,2021-03-27,453069,1477,2304,5,111232,11246,43103.32
12603,United Arab Emirates,2021-03-26,450765,1472,2128,6,96482,9755,43103.32
12604,United Arab Emirates,2021-03-25,448637,1466,2043,10,107130,10832,43103.32
12605,United Arab Emirates,2021-03-24,446594,1456,2196,5,110423,11165,43103.32
12606,United Arab Emirates,2021-03-23,444398,1451,2172,6,115608,11689,43103.32
12607,United Arab Emirates,2021-03-22,442226,1445,1871,7,113692,11495,43103.32
12608,United Arab Emirates,2021-03-21,440355,1438,1717,5,108265,10946,43103.32
12609,United Arab Emirates,2021-03-20,438638,1433,2013,5,94905,9596,43103.32
12610,United Arab Emirates,2021-03-19,436625,1428,2160,4,94466,9551,43103.32
12611,United Arab Emirates,2021-03-18,434465,1424,2101,10,81874,8278,43103.32
12612,United Arab Emirates,2021-03-17,432364,1414,2051,8,66073,6681,43103.32
12613,United Arab Emirates,2021-03-16,430313,1406,2018,4,49059,4960,43103.32
12614,United Arab Emirates,2021-03-15,428295,1402,1898,7,41590,4205,43103.32
12615,United Arab Emirates,2021-03-14,426397,1395,1992,7,38272,3870,43103.32
12616,United Arab Emirates,2021-03-13,424405,1388,2159,10,35838,3624,43103.32
12617,United Arab Emirates,2021-03-12,422246,1378,2250,9,32510,3287,43103.32
12618,United Arab Emirates,2021-03-11,419996,1369,2087,16,29049,2937,43103.32
12619,United Arab Emirates,2021-03-10,417909,1353,2204,8,28504,2882,43103.32
12620,United Arab Emirates,2021-03-09,415705,1345,2373,10,32894,3326,43103.32
12621,United Arab Emirates,2021-03-08,413332,1335,2483,13,37048,3746,43103.32
12622,United Arab Emirates,2021-03-07,410849,1322,2613,12,36078,3648,43103.32
12623,United Arab Emirates,2021-03-06,408236,1310,2959,14,35824,3622,43103.32
12624,United Arab Emirates,2021-03-05,405277,1296,3072,10,43145,4362,43103.32
12625,United Arab Emirates,2021-03-04,402205,1286,2742,17,51138,5170,43103.32
12626,United Arab Emirates,2021-03-03,399463,1269,2692,16,58124,5877,43103.32
12627,United Arab Emirates,2021-03-02,396771,1253,2721,15,60956,6163,43103.32
12628,United Arab Emirates,2021-03-01,394050,1238,2526,17,67232,6798,43103.32
12629,United Arab Emirates,2021-02-28,391524,1221,2930,8,66588,6733,43103.32
12630,United Arab Emirates,2021-02-27,388594,1213,3434,15,65957,6669,43103.32
12631,United Arab Emirates,2021-02-26,385160,1198,3498,16,66638,6738,43103.32
12632,United Arab Emirates,2021-02-25,381662,1182,3025,18,67472,6822,43103.32
12633,United Arab Emirates,2021-02-24,378637,1164,3102,19,68151,6891,43103.32
12634,United Arab Emirates,2021-02-23,375535,1145,3005,5,67077,6782,43103.32
12635,United Arab Emirates,2021-02-22,372530,1140,2105,15,67280,6803,43103.32
12636,United Arab Emirates,2021-02-21,370425,1125,2250,17,71302,7209,43103.32
12637,United Arab Emirates,2021-02-20,368175,1108,3158,15,78304,7917,43103.32
12638,United Arab Emirates,2021-02-19,365017,1093,3140,20,80719,8161,43103.32
12639,United Arab Emirates,2021-02-18,361877,1073,3294,18,83075,8400,43103.32
12640,United Arab Emirates,2021-02-17,358583,1055,3452,14,85678,8663,43103.32
12641,United Arab Emirates,2021-02-16,355131,1041,3236,14,95940,9700,43103.32
12642,United Arab Emirates,2021-02-15,351895,1027,3123,13,96169,9723,43103.32
12643,United Arab Emirates,2021-02-14,348772,1014,3167,13,105909,10708,43103.32
12644,United Arab Emirates,2021-02-13,345605,1001,2631,15,114845,11612,43103.32
12645,United Arab Emirates,2021-02-12,342974,986,3307,12,127662,12908,43103.32
12646,United Arab Emirates,2021-02-11,339667,974,3525,18,134691,13618,43103.32
12647,United Arab Emirates,2021-02-10,336142,956,3539,9,141867,14344,43103.32
12648,United Arab Emirates,2021-02-09,332603,947,3310,17,137518,13904,43103.32
12649,United Arab Emirates,2021-02-08,329293,930,2798,9,138982,14052,43103.32
12650,United Arab Emirates,2021-02-07,326495,921,3093,7,139958,14151,43103.32
12651,United Arab Emirates,2021-02-06,323402,914,3276,12,155312,15703,43103.32
12652,United Arab Emirates,2021-02-05,320126,902,3251,14,143080,14467,43103.32
12653,United Arab Emirates,2021-02-04,316875,888,3249,10,140104,14166,43103.32
12654,United Arab Emirates,2021-02-03,313626,878,3977,12,132449,13392,43103.32
12655,United Arab Emirates,2021-02-02,309649,866,3310,7,126692,12810,43103.32
12656,United Arab Emirates,2021-02-01,306339,859,2730,9,124242,12562,43103.32
12657,United Arab Emirates,2021-01-31,303609,850,2948,12,120911,12225,43103.32
12658,United Arab Emirates,2021-01-30,300661,838,3647,12,98196,9928,43103.32
12659,United Arab Emirates,2021-01-29,297014,826,3962,7,95361,9642,43103.32
12660,United Arab Emirates,2021-01-28,293052,819,3966,8,88939,8992,43103.32
12661,United Arab Emirates,2021-01-27,289086,811,3939,6,86185,8714,43103.32
12662,United Arab Emirates,2021-01-26,285147,805,3601,7,87473,8844,43103.32
12663,United Arab Emirates,2021-01-25,281546,798,3591,6,85652,8660,43103.32
12664,United Arab Emirates,2021-01-24,277955,792,3579,9,86429,8739,43103.32
12665,United Arab Emirates,2021-01-23,274376,783,3566,7,89838,9083,43103.32
12666,United Arab Emirates,2021-01-22,270810,776,3552,10,96155,9722,43103.32
12667,United Arab Emirates,2021-01-21,267258,766,3529,4,102605,10374,43103.32
12668,United Arab Emirates,2021-01-20,263729,762,3506,6,109510,11072,43103.32
12669,United Arab Emirates,2021-01-19,260223,756,3491,5,112816,11407,43103.32
12670,United Arab Emirates,2021-01-18,256732,751,3471,6,114896,11617,43103.32
12671,United Arab Emirates,2021-01-17,253261,745,3453,5,113744,11500,43103.32
12672,United Arab Emirates,2021-01-16,249808,740,3432,7,111082,11231,43103.32
